id,qid1,qid2,question1,question2,is_duplicate,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,token_set_ratio,token_sort_ratio,fuzz_ratio,fuzz_partial_ratio,longest_substr_ratio
394,786,787,what are the best self help books you have ever read ,what are the top self help books i should read ,1,0.7999840003199936,0.6666555557407376,0.5999880002399952,0.5999880002399952,0.6999930000699993,0.636357851292261,1.0,1.0,1.0,10.5,84,67,78,77,0.3541666666666667
395,788,789,is evernote useful ,what is evernote used for ,1,0.4999750012499374,0.4999750012499374,0.999900009999,0.3333222225925802,0.6666444451851604,0.3999920001599968,0.0,0.0,2.0,4.0,76,70,74,84,0.75
396,790,791,a title for my continuation to the gift of the magi ,how do i start my continuation for the gift of the magi ,0,0.7499812504687383,0.7499812504687383,0.6666555557407376,0.5714204082798817,0.636357851292261,0.5833284722627311,1.0,0.0,1.0,11.5,87,77,81,85,0.4150943396226415
397,792,793,what is a good song to lyric prank your best friend ,what are some good lyric prank songs to send your best friends ,1,0.6666555557407376,0.5714204082798817,0.5999880002399952,0.5999880002399952,0.636357851292261,0.5833284722627311,0.0,1.0,1.0,11.5,88,85,71,67,0.320754716981132
398,794,795,i argued with my gf that she made friends with the person that hit on her  she said i am a control freak and she wants her freedom  what should i do ,i am a girl in middle school  my best friends are all girls  i have found out that i am bisexual  how do i tell my best friend who own a girl without her freaking out and it changing our whole friendship ,0,0.090908264470323,0.0666662222251851,0.5714244898250727,0.4444419753223593,0.2812491210964965,0.2142852040828474,0.0,1.0,10.0,37.0,59,53,47,48,0.06
399,796,797,how do i pass a drug test for methamphetamine ,can hair dye help pass a hair follicle drug test for daily meth smokers ,1,0.7499812504687383,0.2999970000299997,0.6666444451851604,0.3999920001599968,0.5555493827846357,0.3571403061406704,0.0,0.0,5.0,11.5,62,55,55,54,0.3191489361702128
400,798,799,how could start with open source development ,how should i start contributing to open source projects ,1,0.5999880002399952,0.5999880002399952,0.4999750012499374,0.2499937501562461,0.5714204082798817,0.4444395062277086,0.0,1.0,2.0,8.0,65,57,67,62,0.2826086956521739
401,800,801,why do dreams look so real ,if you dream about some kind of harm  will there be injuries in real life ,0,0.3333222225925802,0.1666638889351844,0.0,0.0,0.1666638889351844,0.0666662222251851,0.0,0.0,9.0,10.5,45,45,38,56,0.2142857142857142
402,802,803,do cricket players really drink tea on a tea break ,do cricketers actually drink tea during tea break ,1,0.5999880002399952,0.4999916668055532,0.4999750012499374,0.3333222225925802,0.499993750078124,0.3999960000399996,1.0,1.0,2.0,9.0,73,69,81,80,0.2941176470588235
403,804,805,how can i get entry in mit ,what are the requirements for selection into mit ,1,0.3333222225925802,0.3333222225925802,0.0,0.0,0.1428551020699704,0.124998437519531,1.0,0.0,1.0,7.5,43,38,46,52,0.1785714285714285
404,806,807,does a fetus breathe when it is inside a womb ,how does a fetus exhale in the womb ,1,0.6666444451851604,0.4999875003124922,0.3999920001599968,0.3999920001599968,0.499993750078124,0.3999960000399996,1.0,0.0,2.0,9.0,72,60,65,61,0.3513513513513513
405,808,809,what are movies with incest scenes ,are there any good incest movie ,1,0.3333222225925802,0.3333222225925802,0.3333222225925802,0.3333222225925802,0.3333277778703688,0.3333277778703688,0.0,0.0,0.0,6.0,58,58,46,50,0.2424242424242424
406,810,811,what are the signs that a guy has feelings for you or has a crush on you  but does not want to show it  so he hides it ,the guy i am dating never texts me and i feel like he does not care about me but when i see him he shows me he likes me and wants me  why do i feel this way ,0,0.1428551020699704,0.0833326388946758,0.3333311111259258,0.2941159169651943,0.214284948982325,0.1578943213307333,0.0,0.0,10.0,33.0,60,54,45,47,0.0833333333333333
407,812,813,according to the international federation of robotics  how many robots existed in 2012 ,what type of belt can be used to lift 200 kg continuously ,0,0.0,0.0,0.3999920001599968,0.3999920001599968,0.1666652777893517,0.1538449704233044,0.0,0.0,1.0,12.5,42,39,35,40,0.0677966101694915
408,814,815,why is oberon mad at titania in  a midsummer night own dream  ,why does oberon punish titania in  a midsummer night own dream  ,0,0.8333194446759221,0.8333194446759221,0.7999840003199936,0.6666555557407376,0.818174380232907,0.7499937500520829,1.0,1.0,1.0,11.5,91,83,87,85,0.6666666666666666
409,816,817,do you regret your divorce ,have you ever regretted your divorce ,1,0.4999750012499374,0.3333222225925802,0.6666444451851604,0.6666444451851604,0.5999880002399952,0.4999916668055532,1.0,0.0,1.0,5.5,77,77,77,78,0.5
410,818,819,how much does your dna change over time  if i were to clone myself 70 years from now  will the clone have the same hair color ,how much can a person own dna change from birth to death in a life span of approximately 70 years ,1,0.5555493827846357,0.454541322351615,0.374995312558593,0.1999986666755555,0.3999980000099999,0.3076911242649067,0.0,1.0,6.0,23.0,61,51,48,53,0.1212121212121212
411,820,821,is it right to tell a girl the you have feelings for her ,what are some cool facts about facebook ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,34,34,36,42,0.048780487804878
412,822,823,is donald trump taking cocaine  as howard dean suggests ,are there any strong indications that donald trump does cocaine ,1,0.5999880002399952,0.4285653062099113,0.0,0.0,0.3333296296707814,0.2999970000299997,0.0,0.0,1.0,9.5,62,60,42,45,0.2456140350877192
413,824,825,is it true that in order to be part of an elite or just rich and successful  you have to join a secret organisation otherwise no chance at all ,what is the syllabus for icse 2017 geography map ,0,0.0,0.0,0.2499937501562461,0.0588231833930388,0.1111098765569271,0.0344826397150354,0.0,0.0,20.0,19.0,29,26,29,41,0.1
414,826,827,which is more financially beneficial  being in a firm or teaching in an architecture college ,why might career training programs be more beneficial than a college degree  if at all  to aspiring entrepreneurs and tycoons ,0,0.3333277778703688,0.1999980000199998,0.249996875039062,0.1999980000199998,0.2666648889007407,0.1999990000049999,0.0,0.0,5.0,17.5,58,52,44,46,0.1276595744680851
415,828,829,how can i see the comedy nights with kapil live show ,what is the way to watch comedy nights with kapil live on the sets ,1,0.6666555557407376,0.5714204082798817,0.3999920001599968,0.3333277778703688,0.545449586821938,0.4285683673688045,0.0,0.0,3.0,12.5,78,69,69,75,0.5740740740740741
416,830,831,why is sandeep maheshwari not on quora ,who is sandeep maheshwari ,0,0.9999500024998748,0.6666444451851604,0.4999750012499374,0.2499937501562461,0.7499812504687383,0.4285653062099113,0.0,0.0,3.0,5.5,91,76,76,96,0.8518518518518519
417,832,833,what is the biggest monster in monster hunter ,is there a monster hunter pc game ,0,0.6666444451851604,0.4999875003124922,0.3333222225925802,0.2499937501562461,0.4285653062099113,0.374995312558593,0.0,0.0,1.0,7.5,71,64,59,69,0.4571428571428571
418,834,835,how can i convince people to stop blaspheming against the holy spirit ,does it matter from which college you do your graduation  bcom  from for admission into a top indian b school even if i score high 99 percent    ,0,0.0,0.0,0.1666638889351844,0.0833326388946758,0.0833326388946758,0.0370368998633338,0.0,0.0,15.0,19.5,38,37,35,43,0.056338028169014
419,836,837,why can not i stop watching porn ,why should   should not i watch porn ,0,0.4999750012499374,0.3333222225925802,0.7499812504687383,0.7499812504687383,0.5714204082798817,0.5714204082798817,1.0,1.0,0.0,7.0,78,70,62,61,0.2058823529411764
420,838,839,how can i start trusting any one ,how can one learn to trust again ,0,0.3333222225925802,0.3333222225925802,0.4999875003124922,0.4999875003124922,0.4285653062099113,0.4285653062099113,0.0,1.0,0.0,7.0,75,72,66,67,0.2352941176470588
421,840,841,what is your bucket list ,what is your bucket list ,1,0.9999500024998748,0.9999500024998748,0.9999666677777408,0.9999666677777408,0.999980000399992,0.999980000399992,1.0,1.0,0.0,5.0,100,100,100,100,0.9615384615384616
422,842,843,how did you first come across porn ,how were you first introduced to porn ,1,0.6666444451851604,0.4999875003124922,0.6666444451851604,0.4999875003124922,0.5714204082798817,0.5714204082798817,1.0,1.0,0.0,7.0,69,51,68,63,0.3055555555555556
423,844,845,which car services are available in normal  il  how good are they compared to taxis and relative to each other ,which car services are available in atlanta  how good are they compared to taxis and relative to each other ,0,0.874989062636717,0.7777691358984901,0.9999888890123444,0.9999888890123444,0.8421008310482576,0.7999960000199999,1.0,1.0,1.0,19.5,96,92,94,93,0.5963302752293578
424,846,847,why can not charged molecules pass through the lipid cell membrane ,why can not sodium channels pass through potassium channels ,0,0.2499937501562461,0.1666638889351844,0.9999750006249843,0.7999840003199936,0.5555493827846357,0.454541322351615,0.0,1.0,2.0,10.0,65,61,62,65,0.2459016393442623
425,848,849,how does it feel to be a spouse of a renowned porn star ,how can i get rid of the feeling that my spouse is cheating on me ,0,0.1999960000799984,0.1999960000799984,0.2857102041399408,0.1999980000199998,0.2307674556349566,0.1999986666755555,0.0,1.0,2.0,14.0,59,58,52,53,0.1403508771929824
426,850,851,what is the best hostel booking affiliate program ,which is the best non ac girls hostel in srm ,0,0.3999920001599968,0.3333277778703688,0.6666444451851604,0.4999875003124922,0.499993750078124,0.3999960000399996,0.0,0.0,2.0,9.0,69,62,58,58,0.2826086956521739
427,852,853,how can the drive from brooklyn to staten island be described  and how do these cities  tourist attractions compare to those in queens ,how can the drive from brooklyn to staten island be described  and how do these cities  tourist attractions compare to other tourist attractions ,0,0.9999888890123444,0.8999910000899991,0.8999910000899991,0.818174380232907,0.7826052930204651,0.7826052930204651,0.0,1.0,0.0,23.0,97,88,91,93,0.875
428,854,855,what can i eat every day to be more healthy ,is it healthy to eat a whole avocado every day ,1,0.9999750006249843,0.6666555557407376,0.2499937501562461,0.1666638889351844,0.4999950000499995,0.4999950000499995,0.0,0.0,0.0,10.0,76,76,43,47,0.2444444444444444
429,856,857,how do i make free calls to family members on airtel andhra pradesh ,how do i get facebook badge notifications on htc 10 ,0,0.0,0.0,0.9999750006249843,0.7999840003199936,0.3999960000399996,0.3076899408466089,0.0,1.0,3.0,11.5,46,41,46,50,0.1698113207547169
430,858,859,what would hillary clinton do now that the election is over ,what will hillary clinton do now ,1,0.9999500024998748,0.4999875003124922,0.7499812504687383,0.4285653062099113,0.8333194446759221,0.454541322351615,0.0,1.0,5.0,8.5,92,66,66,91,0.7058823529411765
431,860,861,should i use vicks vapor rub for a stuffy nose ,how do you apply vicks vapor rub to treat a stuffy nose ,1,0.8333194446759221,0.7142755103498521,0.2499937501562461,0.1999960000799984,0.5999940000599994,0.4999958333680552,1.0,0.0,2.0,11.0,77,67,75,77,0.3541666666666667
432,862,863,how i start prepare for ugc net english literature latest syllabus ,how do i prepare for net jrf in english literature ,1,0.7999840003199936,0.499993750078124,0.9999666677777408,0.5999880002399952,0.6999930000699993,0.636357851292261,0.0,1.0,1.0,10.5,89,71,69,80,0.3846153846153846
433,864,865,how did early europeans get protein before the columbian exchange ,how did they say breakfast in portuguese before coffee was introduced to europeans   the portuguese language ,0,0.1666638889351844,0.1428551020699704,0.9999750006249843,0.499993750078124,0.4999950000499995,0.3124980468872069,0.0,1.0,6.0,13.0,60,48,50,53,0.1641791044776119
434,866,867,what is the best forum for graphic designers ,who is the best graphic designer in israel ,0,0.4999875003124922,0.4999875003124922,0.4999875003124922,0.4999875003124922,0.499993750078124,0.499993750078124,0.0,0.0,0.0,8.0,79,72,74,72,0.3863636363636363
435,868,869,is alex jones a satirical show ,how is the canterbury tales a satire ,0,0.0,0.0,0.9999500024998748,0.4999875003124922,0.3333277778703688,0.2857102041399408,0.0,0.0,1.0,6.5,58,52,48,52,0.3125
436,870,871,should i learn angularjs 1 5 instead of angularjs 2 if i do not know typescript ,which should i start with  angular 2 or angularjs 1 ,0,0.5999880002399952,0.374995312558593,0.3999920001599968,0.3333277778703688,0.4999950000499995,0.3124980468872069,0.0,0.0,6.0,13.0,61,59,51,65,0.2452830188679245
437,872,873,why can not we fall asleep on some days ,why do we fall asleep ,0,0.9999500024998748,0.6666444451851604,0.6666444451851604,0.3333277778703688,0.7999840003199936,0.4444395062277086,0.0,1.0,4.0,7.0,92,67,67,82,0.6956521739130435
438,874,875,which marvel movies have not included stan lee cameos ,what is your favourite stan lee cameo in a marvel film ,0,0.4999916668055532,0.4999916668055532,0.0,0.0,0.3333296296707814,0.272724793410969,0.0,0.0,2.0,10.0,64,58,50,52,0.2727272727272727
439,876,877,what are your views on modi governments decision to demonetize 500 and 1k rupee notes  how will this affect economy ,what are your views on ban of 500 and 1k rupee notes in india ,1,0.7142755103498521,0.454541322351615,0.7142755103498521,0.5555493827846357,0.7142806122813409,0.4999975000124999,0.0,1.0,6.0,17.0,85,62,61,60,0.3809523809523809
440,878,879,what does the 10 6 label on the mad hatter own hat mean ,how do you find a figure labeled this way in a textbook ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,46,45,44,45,0.1052631578947368
441,880,881,who wrote the kars for kids jingle ,i am a freelance musician  how can i get into the jingle industry ,0,0.2499937501562461,0.1999960000799984,0.3333222225925802,0.1428551020699704,0.2857102041399408,0.1538449704233044,0.0,0.0,6.0,10.0,45,35,34,46,0.2222222222222222
442,882,883,why is saltwater taffy candy imported in greece ,why is saltwater taffy candy imported in china ,1,0.7999840003199936,0.7999840003199936,0.9999666677777408,0.9999666677777408,0.874989062636717,0.874989062636717,0.0,1.0,0.0,8.0,93,90,90,89,0.8541666666666666
443,884,885,what are the minimum requirements to enter mit ,how can i join mit ,1,0.4999750012499374,0.2499937501562461,0.0,0.0,0.1999960000799984,0.124998437519531,1.0,0.0,3.0,6.5,34,31,41,47,0.25
444,886,887,how do you answer a question on quora ,what is the best thing you have ever learned on quora ,0,0.3333222225925802,0.1999960000799984,0.3999920001599968,0.3333277778703688,0.374995312558593,0.272724793410969,1.0,0.0,3.0,9.5,56,49,49,59,0.2564102564102564
445,888,889,israel vs iran  who would win ,if israel and iran went to war  who would win ,1,0.7999840003199936,0.6666555557407376,0.999900009999,0.2499937501562461,0.8333194446759221,0.4999950000499995,1.0,0.0,4.0,8.0,94,72,73,70,0.5161290322580645
446,890,891,when is it too late to learn the piano ,i am almost 40  is it too late for me to learn piano ,1,0.9999666677777408,0.5999880002399952,0.6666555557407376,0.499993750078124,0.7777691358984901,0.5384573964815655,1.0,0.0,4.0,11.0,87,65,67,79,0.4
447,892,893,what are natural numbers ,what is a least natural number ,0,0.4999750012499374,0.3333222225925802,0.4999750012499374,0.3333222225925802,0.4999875003124922,0.3333277778703688,0.0,1.0,2.0,5.0,81,81,81,78,0.5769230769230769
448,894,895,is one plus 3t 4g volte enabled phone ,which phone to buy moto m or one plus 3t ,0,0.6666555557407376,0.5714204082798817,0.0,0.0,0.499993750078124,0.3999960000399996,0.0,0.0,2.0,9.0,63,57,44,47,0.3333333333333333
449,896,897,how do i enter a new email id which i can access to recover my facebook id ,i lost all my id  i am adopted and can not access my original birth certificate  how do i replace my id without even a birth certificate ,0,0.2857102041399408,0.1999980000199998,0.7499906251171861,0.5999940000599994,0.4705854671443109,0.2962951989066707,0.0,0.0,10.0,22.0,60,51,39,48,0.1184210526315789
450,898,899,how we can travel faster than light ,is it possible to travel faster than light ,1,0.9999666677777408,0.7499812504687383,0.2499937501562461,0.2499937501562461,0.5714204082798817,0.499993750078124,1.0,0.0,1.0,7.5,81,65,73,81,0.7027027027027027
451,900,901,what is it like being a firefighter ,what is it like to be a firefighter ,1,0.9999500024998748,0.9999500024998748,0.7999840003199936,0.6666555557407376,0.8571306124198226,0.7499906251171861,1.0,1.0,1.0,7.5,91,91,91,92,0.4324324324324324
452,902,903,what are the factors that causes data inconsistency in distributed platform application ,what are the main data platform ,0,0.6666444451851604,0.2857102041399408,0.9999666677777408,0.5999880002399952,0.8333194446759221,0.4166631944733794,0.0,1.0,6.0,9.0,91,51,47,59,0.3939393939393939
453,904,905,what are the differences between pocso and sexual offenses in the ipc ,do we need the ipc section 375 ,0,0.2499937501562461,0.1999960000799984,0.3333222225925802,0.1666638889351844,0.2857102041399408,0.1666652777893517,0.0,0.0,5.0,9.5,42,38,34,48,0.28125
454,906,907,what is an alternative for the word  is  ,what is the alternative word for creative ,0,0.9999500024998748,0.6666444451851604,0.9999750006249843,0.7999840003199936,0.8571306124198226,0.7499906251171861,0.0,1.0,1.0,7.5,96,86,70,68,0.3095238095238095
455,908,909,what is considered an illegal screen in the nba ,shaquille o neal considers tim duncan a power forward therefore disqualifying duncan from the nba great big men discussion  does o neal have a point ,0,0.2499937501562461,0.0666662222251851,0.1999960000799984,0.1666638889351844,0.2222197531138543,0.07999968000128,0.0,0.0,16.0,17.0,43,36,34,46,0.1836734693877551
456,910,911,nothing excites me anymore  how do i regain that excitement ,why do i feel like i am excited about something when i have nothing to be excited about ,0,0.1999960000799984,0.1999960000799984,0.3999920001599968,0.2222197531138543,0.2999970000299997,0.1666657407458847,0.0,0.0,8.0,14.0,58,57,42,48,0.1311475409836065
457,912,913,what are the life lessons that batman teaches us ,what are the life lessons you can learn from the dark knight ,1,0.3999920001599968,0.3999920001599968,0.7499812504687383,0.4999916668055532,0.5555493827846357,0.4166631944733794,0.0,1.0,3.0,10.5,68,63,65,71,0.52
458,914,915,how do you stop a criminal own attempt to kidnap you so you escape unharmed ,how do you stop a criminal own attempt to kidnap you and escape unharmed ,1,0.9999833336111064,0.9999833336111064,0.8571306124198226,0.8571306124198226,0.857136734737609,0.799994666702222,1.0,1.0,1.0,14.5,98,93,94,92,0.7162162162162162
459,916,917,how do i sell on amazon ,how do i start selling on amazon ,1,0.4999750012499374,0.3333222225925802,0.9999750006249843,0.9999750006249843,0.8333194446759221,0.7142755103498521,1.0,1.0,1.0,6.5,88,84,84,67,0.44
460,918,919,daniel ek  when an we expect spotify in india ,daniel ek  are there any future plans of releasing spotify in india ,1,0.7999840003199936,0.5714204082798817,0.2499937501562461,0.1999960000799984,0.5555493827846357,0.4166631944733794,1.0,1.0,3.0,10.5,74,62,68,61,0.3829787234042553
461,920,921,what are the top 10 books one should read in his or her early 20s ,what books are worth reading in early 20s ,1,0.5999880002399952,0.4285653062099113,0.9999666677777408,0.374995312558593,0.7499906251171861,0.399997333351111,1.0,1.0,7.0,11.5,79,62,62,60,0.2558139534883721
462,922,923,which book should i start with for the gate preparation ,what book do i start with for gate preparation ,1,0.9999750006249843,0.9999750006249843,0.5999880002399952,0.4999916668055532,0.7777691358984901,0.6999930000699993,1.0,0.0,1.0,9.5,90,81,85,81,0.375
463,924,925,what does the phrase  he who does not love abides in death  exactly mean ,what does the phrase  love begets love  mean ,0,0.7499812504687383,0.4999916668055532,0.9999666677777408,0.4285653062099113,0.7499906251171861,0.4285683673688045,1.0,1.0,6.0,11.0,90,70,66,73,0.4782608695652174
464,926,927,what is similar to 4shared ,what is similar to 4shared but better ,1,0.9999500024998748,0.6666444451851604,0.9999666677777408,0.7499812504687383,0.999980000399992,0.7142755103498521,0.0,1.0,2.0,6.0,100,83,83,100,0.9642857142857144
465,928,929,can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand ,if someone grabs you by your shirt with both their hands and tells you to shut up  is that assault and can you call the police ,0,0.1111098765569271,0.1111098765569271,0.7777691358984901,0.4999964285969386,0.3478245746757623,0.3076911242649067,0.0,0.0,3.0,24.5,64,61,51,53,0.0924369747899159
466,930,931,considering the current trend of information technology what is the future of print media ,what is this model own name  i see her everywhere ,0,0.0,0.0,0.4999875003124922,0.3333277778703688,0.1999980000199998,0.1428561224562681,0.0,0.0,4.0,12.0,45,42,35,44,0.196078431372549
467,932,933,what is the best recipe for chicken pizza ,what are some good pizza recipes ,0,0.3333222225925802,0.2499937501562461,0.3333222225925802,0.2499937501562461,0.3333277778703688,0.249996875039062,0.0,1.0,2.0,7.0,63,63,47,48,0.2058823529411764
468,934,935,what are some good places to learn mountaineering in india ,what are some good mountaineering institutes for a beginner level mountaineering course ,1,0.3999920001599968,0.3333277778703688,0.5999880002399952,0.5999880002399952,0.4999950000499995,0.4166631944733794,0.0,1.0,2.0,11.0,73,59,59,66,0.3166666666666666
469,936,937,do new table tennis balls damage rubbers ,how do you unlock a car with a tennis ball ,0,0.2499937501562461,0.1666638889351844,0.999900009999,0.1999960000799984,0.2857102041399408,0.1999980000199998,0.0,0.0,3.0,8.5,55,44,46,49,0.2857142857142857
470,938,939,my new xbox one s can not connect to internet during setup  any solutions ,can i withdraw my money from any branch of particular bank  my bank is bank of baroda i have no atm card and cheque book ,0,0.0,0.0,0.4285653062099113,0.2999970000299997,0.2142841836844022,0.1199995200019199,0.0,0.0,11.0,19.5,40,37,35,42,0.0666666666666666
471,940,941,is it wrong for me to be content with my life ,what is a cover story ,0,0.0,0.0,0.3333222225925802,0.124998437519531,0.1999960000799984,0.090908264470323,0.0,0.0,6.0,8.0,42,42,30,45,0.1304347826086956
472,942,943,is gravity only a theory ,according to the m theory  there are 11 dimensions  why are only 5 dimensions in regards to gravity addressed in interstellar ,0,0.9999500024998748,0.2222197531138543,0.3333222225925802,0.124998437519531,0.5999880002399952,0.1428564625882734,0.0,0.0,16.0,13.0,88,33,24,52,0.3461538461538461
473,944,945,how could i become a fighter pilot when i have less than the required eyesight ,i have terrible eyesight  can i still become a fighter pilot in the air force ,0,0.5714204082798817,0.499993750078124,0.6666555557407376,0.5714204082798817,0.5333297778014814,0.5333297778014814,0.0,0.0,0.0,15.0,72,66,52,52,0.3037974683544304
474,946,947,operation executive salary in infosys ,how do i do the wake back to bed lucid dreaming technique when i think i have restless leg syndrome  regardless  my legs hurt at night   ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.5,25,24,28,42,0.0769230769230769
475,948,949,have cavemen been scientifically tested ,have mythical creatures been scientifically tested ,0,0.6666444451851604,0.4999875003124922,0.9999500024998748,0.9999500024998748,0.7999840003199936,0.6666555557407376,1.0,1.0,1.0,5.5,89,79,81,82,0.6829268292682927
476,950,951,can climate change be reversed ,can the global climate change be reversed or halted ,1,0.9999666677777408,0.5999880002399952,0.9999500024998748,0.4999875003124922,0.999980000399992,0.5555493827846357,0.0,1.0,4.0,7.0,100,74,74,94,0.875
477,952,953,how should ask my crush for her number ,what should i ask my crush ,0,0.9999500024998748,0.6666444451851604,0.4999875003124922,0.3999920001599968,0.6666555557407376,0.499993750078124,0.0,0.0,2.0,7.0,84,62,66,81,0.5
478,954,955,why do i believe that gravitation force exist ,does gravitational force exists in all planets ,0,0.2499937501562461,0.2499937501562461,0.0,0.0,0.1428551020699704,0.124998437519531,0.0,0.0,1.0,7.5,73,73,59,61,0.2553191489361702
479,956,957,did mahabharata really happen ,did mahabharata really happen or only an allegory according to m k gandhi ,1,0.9999666677777408,0.4285653062099113,0.999900009999,0.1666638889351844,0.9999750006249843,0.3076899408466089,0.0,1.0,9.0,8.5,100,57,57,100,0.967741935483871
480,958,959,can congress stop presidents from starting a major war ,what is a good source to purchase attorneys email addresses  thank,0,0.0,0.0,0.3333222225925802,0.2499937501562461,0.1111098765569271,0.090908264470323,0.0,0.0,2.0,10.0,49,49,40,44,0.0714285714285714
481,960,961,is it safe to lose 25 pounds in 1 month ,is it healthy to lose 13 pounds in a month ,0,0.5999880002399952,0.4999916668055532,0.9999750006249843,0.7999840003199936,0.6999930000699993,0.6999930000699993,1.0,1.0,0.0,10.0,85,79,81,78,0.2682926829268293
482,962,963,what are some cute shounen ai series ,when will the pokémon series end ,0,0.3333222225925802,0.2499937501562461,0.0,0.0,0.1666638889351844,0.1428551020699704,0.0,0.0,1.0,6.5,51,48,51,50,0.2352941176470588
483,964,965,why are police lights red and blue ,why are police lights red and or blue ,1,0.9999750006249843,0.9999750006249843,0.9999666677777408,0.7499812504687383,0.999985714489793,0.874989062636717,1.0,1.0,1.0,7.5,100,96,96,91,0.8333333333333334
484,966,967,how do i post a question that was marked as needing improvement ,why was my question marked as  needs improvement  ,1,0.7499812504687383,0.5999880002399952,0.4999875003124922,0.2857102041399408,0.6249921875976551,0.4166631944733794,1.0,0.0,4.0,10.0,84,73,72,76,0.2549019607843137
485,968,969,who owns nature ,who owns natural factors ,0,0.4999750012499374,0.3333222225925802,0.999900009999,0.999900009999,0.6666444451851604,0.4999875003124922,0.0,1.0,1.0,3.5,72,72,72,88,0.8235294117647058
486,970,971,how can i install obb data file on an android ,i want to install exe extension files in android mobile  is it possible ,0,0.3999920001599968,0.249996875039062,0.1999960000799984,0.1999960000799984,0.2999970000299997,0.2307674556349566,0.0,0.0,3.0,11.5,57,57,52,61,0.2127659574468085
487,972,973,what is garbage value  and why do we get garbage value in c ,what is garbage value in c ,0,0.9999666677777408,0.7499812504687383,0.9999666677777408,0.4285653062099113,0.9999833336111064,0.4615349112699133,1.0,1.0,7.0,9.5,100,62,61,89,0.7857142857142857
488,974,975,how do i prepare for software interviews ,what are the best ways to prepare for software interviews ,1,0.9999666677777408,0.5999880002399952,0.2499937501562461,0.1999960000799984,0.5714204082798817,0.3999960000399996,1.0,0.0,3.0,8.5,87,66,74,88,0.7857142857142857
489,976,977,does rahul gandhi have any chance to become next pm of india after modi ,does rahul gandhi have chances to become next pm of india after modi ,1,0.874989062636717,0.874989062636717,0.999980000399992,0.8333194446759221,0.9230698225398266,0.857136734737609,1.0,1.0,1.0,13.5,96,96,96,94,0.5571428571428572
490,978,979,is noon 12 am or 12 pm ,is it good to do gym at morning and swimming at noon ,0,0.3333222225925802,0.1999960000799984,0.3333222225925802,0.1666638889351844,0.2857102041399408,0.1666652777893517,0.0,1.0,5.0,9.5,54,38,38,48,0.25
491,980,981,what is the difference between a comet and an asteroid ,what is the difference between asteroids and comets ,1,0.3333222225925802,0.3333222225925802,0.999980000399992,0.7142755103498521,0.7499906251171861,0.5999940000599994,0.0,1.0,2.0,9.0,93,93,74,75,0.6037735849056604
492,982,983,is chocolate milk good for you ,why is unrefrigerated milk good for you ,0,0.6666444451851604,0.6666444451851604,0.9999666677777408,0.7499812504687383,0.8333194446759221,0.7142755103498521,1.0,0.0,1.0,6.5,80,58,70,74,0.59375
493,984,985,how should i studi,what are some tricks to study effectively ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.5,37,37,41,50,0.2631578947368421
494,986,987,which country is best for higher education and work ,which is the best country for higher education after usa and uk ,0,0.7999840003199936,0.6666555557407376,0.9999750006249843,0.6666555557407376,0.8888790124554172,0.666661111157407,0.0,1.0,3.0,10.5,95,81,70,71,0.4339622641509434
495,988,989,what is the painting on this image ,what is this painting ,0,0.999900009999,0.4999750012499374,0.9999666677777408,0.5999880002399952,0.9999750006249843,0.5714204082798817,0.0,1.0,3.0,5.5,100,76,69,91,0.4347826086956521
496,990,991,which are the major highways in california and how are they compared to the major highways in tennessee ,which are the major highways in california and how are they compared to the major highways in texas ,0,0.7999840003199936,0.7999840003199936,0.999987500156248,0.999987500156248,0.666662962983539,0.666662962983539,0.0,1.0,0.0,18.0,96,96,96,97,0.9504950495049505
497,992,993,what is beyond our universe ,if space is expanding  where does the new space come from ,0,0.0,0.0,0.3333222225925802,0.1666638889351844,0.1999960000799984,0.090908264470323,0.0,0.0,6.0,8.0,44,36,36,50,0.1379310344827586
498,994,995,is growing of hair a physical or a chemical change ,can a bald person ever grow their hair back ,0,0.1999960000799984,0.1666638889351844,0.3333222225925802,0.2499937501562461,0.2222197531138543,0.1999980000199998,0.0,0.0,1.0,9.5,51,54,39,44,0.1333333333333333
499,996,997,what is the difference between culture and history ,how is chili different between cultures ,0,0.0,0.0,0.6666444451851604,0.3999920001599968,0.3333277778703688,0.249996875039062,0.0,0.0,2.0,7.0,72,67,72,80,0.3902439024390244
500,998,999,what does it mean when a guy says i like you ,what does it mean when a guy says  be safe  ,0,0.7499812504687383,0.7499812504687383,0.8333194446759221,0.7142755103498521,0.7999920000799993,0.727266115762584,0.0,1.0,1.0,10.5,89,78,86,84,0.7555555555555555
501,1000,1001,what makes a programmer  good  ,what makes a good programmer great ,1,0.9999666677777408,0.7499812504687383,0.9999500024998748,0.9999500024998748,0.999980000399992,0.8333194446759221,0.0,1.0,1.0,5.5,100,90,79,81,0.40625
